id,closeness_to_holiday,B,Month,product_page_duration,BounceRates,info_page_duration,total_duration,device,num_of_admin_pages,num_of_product_pages,C,ExitRates,num_of_info_pages,D,user_type,Region,admin_page_duration,PageValues,A,Weekend,internet_browser,purchase
4420,0.6,95.45023629020582,May,99.0 minutes,0.04,,99.0,3.0,0.0,10.0,log202,0.046666667,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_80,0
4422,0.6,96.90863086701117,May,1739.25 minutes,0.022222222000000003,0.0 minutes,1739.25,2.0,,27.0,log202,0.039506173,0.0,,Returning_Visitor,7.0,0.0,0.0,c_11,0.0,chrome_98.0.1,0
4423,0.2,110.79337177584414,May,569.5138889 minutes,0.023076923,33.0 minutes,,3.0,6.0,19.0,log404,0.03034188,3.0,,Returning_Visitor,2.0,253.75,0.0,c_3,0.0,chrome_99.1.4,0
4424,0.0,100.76475811022519,May,1420.547902 minutes,0.015384615,0.0 minutes,1496.88123533,3.0,5.0,36.0,log202,0.042694342999999996,2.0,,Returning_Visitor,1.0,76.33333333,0.0,c_4,0.0,chrome_80,0
4426,0.0,83.06483738166102,May,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,,log404,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_80,0
4427,0.2,89.75995121661528,May,167.5 minutes,0.0,0.0 minutes,,3.0,0.0,3.0,log404,0.022222222000000003,0.0,,Returning_Visitor,8.0,0.0,0.0,c_1,0.0,chrome_98.0.1,0
4428,0.0,89.55985477561626,May,567.75 minutes,0.0,0.0 minutes,725.75,,4.0,18.0,log_100,0.034586466,0.0,,Returning_Visitor,2.0,,0.0,c_4,0.0,chrome_98.0.1,0
4429,0.0,95.54397561614756,May,106.5 minutes,0.0,0.0 minutes,106.5,3.0,0.0,3.0,log200,0.033333333,0.0,,Returning_Visitor,2.0,0.0,0.0,c_13,0.0,chrome_89,0
4431,0.2,112.55683250988581,May,1038.797619 minutes,0.0,0.0 minutes,,1.0,7.0,32.0,log404,0.015714286,1.0,,Returning_Visitor,4.0,,59.96777143,c_2,0.0,safari_13,1
4432,0.4,91.0523632906461,May,121.0 minutes,0.046153846,331.75 minutes,,3.0,2.0,7.0,log_100,0.051282050999999995,5.0,,Returning_Visitor,1.0,471.5,0.0,,0.0,chrome_80,0
4433,0.2,107.26972464806933,May,,0.0,93.0 minutes,879.8333332999999,,10.0,28.0,log202,0.023232323,1.0,,New_Visitor,4.0,62.5,14.73709091,c_5,0.0,chrome_90.1.7,0
4434,0.0,88.7130263900567,May,1238.375 minutes,0.005405405,0.0 minutes,,2.0,3.0,37.0,log_100,0.030510511,0.0,,Returning_Visitor,1.0,135.5,7.941531532000001,c_2,0.0,chrome_80,0
4435,0.0,96.58938808104362,May,1306.1 minutes,0.004081633,6.0 minutes,,4.0,0.0,50.0,log202,0.012244898,1.0,,Returning_Visitor,4.0,0.0,5.1377142860000005,c_20_64,0.0,safari_13,1
4436,0.0,98.00381113949364,May,335.0 minutes,0.025,0.0 minutes,335.0,3.0,,8.0,log404,0.05,0.0,,Returning_Visitor,4.0,0.0,63.891000000000005,c_1,0.0,chrome_80,1
4437,0.0,93.0945085745335,May,1193.333333 minutes,0.00097561,21.0 minutes,1294.333333,2.0,3.0,,log202,0.01804878,1.0,,Returning_Visitor,1.0,80.0,6.53004878,c_4,0.0,chrome_99.1.4,0
4439,0.6,80.62299674915414,May,497.0 minutes,0.0,0.0 minutes,554.0,2.0,2.0,12.0,log8080,0.047619048,0.0,,Returning_Visitor,1.0,57.0,10.62514286,,0.0,chrome_89,0
4440,0.0,96.52095986522265,May,78.0 minutes,0.05,0.0 minutes,,1.0,0.0,6.0,log_100,0.07777777799999999,0.0,,Returning_Visitor,1.0,0.0,0.0,c_15,1.0,safari_14,0
4441,0.0,107.15758714163694,May,1930.3333329999998 minutes,0.012222222,0.0 minutes,2005.3333329999998,2.0,6.0,33.0,log_100,0.039074074,0.0,,Returning_Visitor,4.0,75.0,0.0,c_11,0.0,chrome_80,0
4442,0.0,87.02621161331908,May,1175.5 minutes,0.0,0.0 minutes,,1.0,1.0,17.0,log8080,0.0125,0.0,,New_Visitor,3.0,89.0,9.74025,c_4,1.0,,1
4443,0.0,101.55139404617005,May,3083.050977 minutes,0.001494396,516.0 minutes,3912.1418860999997,2.0,13.0,132.0,log_100,0.009733401,4.0,,Returning_Visitor,3.0,313.0909091,8.868449011000001,,0.0,browser_5_v17,0
4446,0.0,97.13153064387676,May,1660.354762 minutes,0.0035190620000000003,0.0 minutes,,2.0,5.0,58.0,log200,0.018087558,0.0,,Returning_Visitor,1.0,47.07142857,12.59910233,c_3,1.0,safari_15,0
4447,0.0,94.06544051876078,May,459.0 minutes,0.0,0.0 minutes,,2.0,0.0,8.0,log202,0.028571429,0.0,,Returning_Visitor,3.0,0.0,26.98,c_2,0.0,edge_96.0.1054.75,1
4448,0.0,112.32002004947996,May,221.0 minutes,0.0,0.0 minutes,221.0,2.0,,15.0,log_100,0.035555556,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,edge_97.0.1072.76,0
4449,0.6,101.94535423054633,May,1039.244444 minutes,0.005714286,5.0 minutes,,3.0,6.0,30.0,log404,0.017809524,1.0,,Returning_Visitor,4.0,132.0,3.998,c_3,0.0,chrome_99.1.4,1
4450,0.0,111.89477356838027,May,270.57142860000005 minutes,0.042105263,53.5 minutes,370.07142860000005,3.0,3.0,15.0,log404,0.06973684200000001,3.0,,Returning_Visitor,4.0,46.0,12.15210526,c_5,1.0,,0
4451,0.0,100.17420660198248,May,384.4 minutes,0.04444444400000001,1.0 minutes,,1.0,2.0,10.0,log404,0.043386243,1.0,,Returning_Visitor,1.0,273.0,0.0,c_3,0.0,,0
4452,,89.89458234581966,,,,,,2.0,,,log200,,,,Returning_Visitor,,0.0,0.0,c_6,0.0,chrome_99.1.4,0
4453,0.0,96.9289451201293,May,999.0 minutes,0.0,0.0 minutes,1104.0,3.0,3.0,,log400,0.005714286,0.0,,New_Visitor,3.0,105.0,0.0,c_4,0.0,chrome_99.1.3,0
4454,0.6,94.96327127835309,May,228.66666669999998 minutes,0.0,0.0 minutes,231.66666669999998,2.0,1.0,11.0,log_100,0.03,0.0,,Returning_Visitor,4.0,3.0,0.0,c_3,0.0,chrome_99.1.3,0
4455,0.0,94.73977158337787,May,324.0 minutes,0.0,0.0 minutes,,4.0,0.0,3.0,log_100,0.066666667,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,1.0,safari_15,0
4456,0.0,103.12324320733434,May,,0.0,0.0 minutes,2460.333333,2.0,3.0,11.0,log400,0.025,0.0,,Returning_Visitor,9.0,109.0,0.0,c_3,1.0,chrome_99.1.4,0
4457,0.8,91.74004351370672,May,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,1.0,log8080,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,0.0,edge_96.0.1054.75,0
4458,0.0,76.18527756275705,May,501.75 minutes,0.016666667,0.0 minutes,520.75,2.0,1.0,11.0,log_100,0.033333333,0.0,,Returning_Visitor,4.0,19.0,55.485,,0.0,edge_98.0.1108.84,1
4459,0.6,99.7619113970913,May,267.5 minutes,0.022222222000000003,0.0 minutes,,2.0,0.0,20.0,log8080,0.028888888999999997,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_89,0
4462,0.6,88.80340661088039,May,2042.25 minutes,0.045977011,22.0 minutes,2469.4166667,2.0,3.0,27.0,log202,0.06732348099999999,,,Returning_Visitor,1.0,405.1666667,0.0,c_6,0.0,chrome_98.0.1,0
4463,0.0,110.41232887149744,May,0.0 minutes,0.2,0.0 minutes,0.0,1.0,0.0,1.0,log202,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,safari_15.2,0
4464,0.8,108.18342107664742,May,990.9191176 minutes,0.018857143,0.0 minutes,,2.0,0.0,35.0,log202,0.045365079,0.0,,Returning_Visitor,2.0,0.0,0.0,c_4,0.0,browser_10_v8,0
4466,,103.39886683801325,May,2958.5 minutes,0.005405405,0.0 minutes,2983.9,2.0,3.0,73.0,log8080,0.021846847000000003,0.0,,Returning_Visitor,2.0,25.4,5.677286486,c_3,0.0,browser_5_v18,0
4467,0.0,101.13699455127589,May,293.5 minutes,0.015384615,0.0 minutes,,1.0,1.0,12.0,log_100,0.035897436,0.0,,Returning_Visitor,1.0,,0.0,c_3,1.0,safari_14,0
4469,0.0,94.70320077976703,May,1307.666667 minutes,0.01875,0.0 minutes,,2.0,4.0,30.0,log400,0.0359375,0.0,,Returning_Visitor,4.0,174.0,0.0,c_2,0.0,chrome_89,0
4470,0.0,88.66982136797002,May,276.0 minutes,0.0,0.0 minutes,276.0,3.0,0.0,5.0,log_100,0.04,,,Returning_Visitor,3.0,0.0,0.0,c_1,1.0,chrome_98.0.1,0
4471,0.0,111.50130270993158,May,1723.75 minutes,0.006666666999999999,0.0 minutes,1723.75,2.0,0.0,32.0,log_100,0.026666667,0.0,,Returning_Visitor,6.0,0.0,0.0,c_3,0.0,chrome_80,0
4472,0.0,72.47806315008827,May,352.4166667 minutes,0.026923077000000004,0.0 minutes,758.8333334,3.0,9.0,21.0,log400,0.051538462,0.0,,Returning_Visitor,3.0,,0.0,c_1,1.0,chrome_80,0
4473,0.0,109.11446532869003,May,,0.0,0.0 minutes,,3.0,1.0,13.0,log8080,0.005555556,0.0,,Returning_Visitor,3.0,6.4,0.0,c_4,1.0,chrome_99.1.4,0
4475,0.0,80.88778839286279,May,1149.433333 minutes,0.012,0.0 minutes,1149.433333,4.0,0.0,50.0,log_100,0.026383333,0.0,,Returning_Visitor,1.0,0.0,4.5476,c_4,0.0,safari_13,1
4476,0.6,111.02155843591014,May,272.3333333 minutes,0.0,0.0 minutes,290.3333333,2.0,1.0,15.0,log202,0.036666667,0.0,,Returning_Visitor,3.0,18.0,0.0,c_3,0.0,chrome_89,0
4477,0.6,104.62568308516062,May,364.5 minutes,0.07777777799999999,0.0 minutes,364.5,3.0,0.0,6.0,log200,0.072222222,0.0,,Returning_Visitor,4.0,0.0,0.0,c_3,0.0,chrome_99.1.4,0
4478,0.0,101.66197832763977,May,124.0 minutes,0.0,0.0 minutes,124.0,3.0,0.0,4.0,log404,0.025,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,1.0,chrome_80,0
4479,0.4,97.2039440970328,May,777.0 minutes,0.025,0.0 minutes,840.0,2.0,1.0,24.0,log400,0.045833333,0.0,,Returning_Visitor,1.0,63.0,5.24475,c_13,0.0,chrome_98.0.1,0
4481,0.0,87.3104406971534,May,700.6666667000001 minutes,0.0,0.0 minutes,,3.0,0.0,13.0,log400,0.015384615,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,chrome_90.1.7,0
4482,0.8,114.12688530462228,May,1282.0 minutes,0.03125,0.0 minutes,,2.0,1.0,31.0,log_100,0.05,0.0,,Returning_Visitor,6.0,0.0,0.0,c_3,0.0,chrome_90.1.7,0
4483,,99.31488461493221,May,1165.6232539999999 minutes,0.013207547,0.0 minutes,1165.6232539999999,3.0,0.0,55.0,log_100,0.018742138000000002,0.0,,Returning_Visitor,1.0,0.0,0.0,c_19,0.0,chrome_80,0
4484,0.0,114.20020860033458,May,163.0 minutes,0.0,0.0 minutes,342.0,1.0,2.0,2.0,log202,0.04,1.0,,New_Visitor,3.0,179.0,0.0,c_2,0.0,safari_15.2,0
4485,0.0,112.09759131716102,May,3510.416667 minutes,0.003571429,0.0 minutes,,2.0,7.0,54.0,log200,0.010714286000000002,0.0,,Returning_Visitor,4.0,271.3333333,9.865125,c_6,0.0,chrome_90.1.7,1
4488,0.0,89.38842756508163,May,612.75 minutes,0.0,0.0 minutes,892.75,,7.0,21.0,log200,0.008695652,0.0,,Returning_Visitor,2.0,280.0,43.81043478,c_1,0.0,chrome_80,1
4489,0.0,104.20967416420555,May,0.0 minutes,0.2,0.0 minutes,0.0,3.0,0.0,1.0,log404,0.2,0.0,,Returning_Visitor,9.0,0.0,0.0,c_3,0.0,chrome_89,0
4490,0.0,104.43253001295672,May,1580.6 minutes,0.01147541,27.0 minutes,1775.6,2.0,3.0,57.0,log_100,0.028330848999999998,1.0,,Returning_Visitor,9.0,168.0,0.0,c_4,0.0,chrome_98.0.1,0
4491,0.0,90.93370591410948,May,129.5 minutes,0.0,0.0 minutes,177.5,2.0,3.0,10.0,log202,0.018181818,,,Returning_Visitor,9.0,48.0,0.0,c_4,0.0,browser_5_v11,0
4492,0.8,103.03911626715602,May,140.0 minutes,0.04,0.0 minutes,140.0,1.0,0.0,10.0,log202,0.07,0.0,,Returning_Visitor,3.0,,0.0,c_1,0.0,browser_8_v8,0
4493,0.0,96.48054388710305,May,1090.533333 minutes,0.008695652,0.0 minutes,1764.533333,2.0,8.0,18.0,log404,0.026086957,0.0,,Returning_Visitor,1.0,674.0,69.2786087,c_4,0.0,chrome_98.0.1,1
4494,0.8,114.38469372830058,May,14.0 minutes,0.0,0.0 minutes,14.0,2.0,0.0,1.0,log404,0.1,0.0,,Returning_Visitor,3.0,0.0,0.0,c_3,0.0,chrome_99.1.4,0
4496,0.0,93.87310421010935,May,2228.5166670000003 minutes,0.0,0.0 minutes,3048.5166670000003,2.0,2.0,28.0,log202,0.008024691,0.0,,Returning_Visitor,9.0,820.0,42.50333333,c_2,0.0,chrome_99.1.4,0
4497,0.0,93.37530564117122,May,0.0 minutes,0.2,0.0 minutes,,1.0,0.0,2.0,log202,0.2,0.0,,Returning_Visitor,2.0,0.0,0.0,c_1,0.0,browser_8_v12,0
4498,0.0,102.70338875088217,May,345.25 minutes,0.02,0.0 minutes,345.25,2.0,0.0,10.0,log400,0.04,0.0,,Returning_Visitor,3.0,0.0,0.0,c_3,0.0,,0
4499,0.2,122.10977679810827,May,14.0 minutes,0.0,0.0 minutes,,3.0,0.0,2.0,log200,0.1,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,0.0,chrome_98.0.1,0
4500,0.0,91.07656844288775,May,292.5 minutes,0.0,93.0 minutes,,2.0,4.0,15.0,log404,0.02125,1.0,,Returning_Visitor,3.0,104.0,0.0,c_4,1.0,edge_96.0.1054.72,0
4501,0.0,91.56882616990511,May,448.5 minutes,0.0,0.0 minutes,556.5,2.0,1.0,16.0,log404,0.006666666999999999,0.0,,Returning_Visitor,1.0,108.0,0.0,c_1,1.0,browser_6_v13,0
4502,0.0,111.81996622947308,May,,0.013793103000000001,0.0 minutes,,2.0,4.0,28.0,log8080,0.02454844,0.0,,Returning_Visitor,1.0,64.5,0.0,c_7,1.0,chrome_90.1.7,0
4504,0.0,104.37477788474772,May,1122.583333 minutes,0.027407407,0.0 minutes,,1.0,1.0,26.0,log400,0.048148147999999995,0.0,,Returning_Visitor,3.0,18.0,15.9468,c_1,0.0,safari_14.1,1
4505,0.0,121.03662637769565,May,716.95 minutes,0.00952381,0.0 minutes,,1.0,9.0,19.0,log8080,0.017346939,0.0,,Returning_Visitor,3.0,255.8666667,0.0,c_2,0.0,chrome_90.1.7,0
4506,0.4,91.61419148424427,May,412.3333333 minutes,0.0,0.0 minutes,,,,18.0,log400,0.01875,0.0,,Returning_Visitor,3.0,209.0,0.0,c_3,0.0,chrome_98.0.1,0
4507,0.0,115.77988807515581,May,0.0 minutes,0.2,0.0 minutes,,2.0,0.0,1.0,log404,0.2,0.0,,Returning_Visitor,6.0,0.0,0.0,c_6,0.0,browser_5_v14,0
4508,0.0,101.20071139471506,May,240.41666669999998 minutes,0.018181818,0.0 minutes,,2.0,1.0,10.0,log200,0.022727273,0.0,,New_Visitor,3.0,37.0,0.0,c_3,1.0,,0
4509,0.0,105.23078510443477,May,3373.015865 minutes,0.016438356,99.0 minutes,5423.295006,2.0,22.0,55.0,log_100,0.038292564,1.0,,Returning_Visitor,3.0,1951.279141,8.508237502,c_1,0.0,chrome_99.1.4,0
4510,0.0,97.96625460132678,May,498.5 minutes,0.0,21.0 minutes,,2.0,0.0,15.0,log400,0.026666667,1.0,,Returning_Visitor,1.0,0.0,32.1908,c_2,0.0,edge_98.0.1108.84,1
4512,0.6,88.57562452454984,May,75.0 minutes,0.08,0.0 minutes,,,0.0,15.0,log202,0.12,0.0,,Returning_Visitor,6.0,0.0,0.0,c_2,0.0,chrome_99.1.3,0
4513,0.0,90.94902206427338,May,209.25 minutes,0.0,0.0 minutes,341.25,2.0,1.0,8.0,log202,0.022222222000000003,0.0,,Returning_Visitor,7.0,132.0,0.0,c_6,0.0,chrome_89,0
4514,0.0,105.21357803887882,May,3837.5 minutes,0.0,0.0 minutes,3837.5,2.0,0.0,,log404,0.00625,0.0,4.039901606085186,Returning_Visitor,2.0,0.0,0.0,,0.0,chrome_99.1.4,0
4515,,120.51225054810156,May,1205.945238 minutes,0.008823529,0.0 minutes,1524.6654761,2.0,13.0,60.0,log8080,0.01709646,1.0,,Returning_Visitor,3.0,318.7202381,5.710061275,c_13,0.0,chrome_98.0.1,1
4516,0.2,105.78680557309356,May,5731.094443999999 minutes,0.018346253,600.0 minutes,6430.038888439999,2.0,9.0,124.0,log200,0.03371764,1.0,,Returning_Visitor,3.0,98.94444444,1.9141749719999999,c_13,0.0,chrome_99.1.3,0
4517,0.0,109.26247184671766,May,1077.0 minutes,0.018181818,0.0 minutes,1077.0,2.0,0.0,12.0,log_100,0.054545455,0.0,,Returning_Visitor,2.0,0.0,0.0,c_1,0.0,chrome_99.1.4,0
4518,0.6,89.75161101167582,May,1238.066667 minutes,0.004761905,0.0 minutes,1453.566667,3.0,5.0,61.0,log200,0.020740741,0.0,,Returning_Visitor,3.0,215.5,0.0,c_13,0.0,chrome_99.1.3,0
4519,0.0,101.21568351994901,May,,0.0,,728.2,3.0,0.0,15.0,log404,0.023076923,0.0,,Returning_Visitor,8.0,0.0,31.22,c_4,0.0,,1
4520,0.8,104.35056127003386,May,2218.276547 minutes,0.018000000000000002,23.0 minutes,,3.0,2.0,70.0,log202,0.035693651,2.0,,Returning_Visitor,3.0,17.0,5.185165143,c_2,0.0,chrome_90.1.7,0
4521,0.0,99.32198286805864,May,5882.174206000001 minutes,0.0,848.4166667000002 minutes,7095.701983800001,2.0,,113.0,log404,0.006584896999999999,4.0,,Returning_Visitor,3.0,365.1111111,1.0337640209999999,c_2,0.0,chrome_98.0.1,0
4522,0.0,108.72536442984885,May,40.0 minutes,0.0,0.0 minutes,,1.0,0.0,4.0,log404,0.05,,,Returning_Visitor,3.0,0.0,0.0,c_3,0.0,safari_13,0
4523,0.0,96.51853746844358,May,819.1666667000001 minutes,0.0,0.0 minutes,819.1666667000001,2.0,0.0,16.0,log400,0.0125,0.0,,New_Visitor,5.0,0.0,24.73875,c_2,0.0,chrome_99.1.4,1
4524,0.0,102.26932517044239,May,0.0 minutes,0.2,0.0 minutes,0.0,4.0,0.0,1.0,log_100,0.2,,,Returning_Visitor,1.0,0.0,0.0,c_11,0.0,chrome_89,0
4525,0.4,109.20043245487668,May,0.0 minutes,0.2,0.0 minutes,0.0,1.0,0.0,1.0,log_100,0.2,0.0,,Returning_Visitor,7.0,0.0,0.0,c_6,0.0,safari_14,0
4526,0.6,112.41232348263448,May,570.5 minutes,0.0,0.0 minutes,570.5,2.0,0.0,10.0,log8080,0.02,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,edge_96.0.1054.72,0
4527,,116.6806479795699,May,1527.607143 minutes,0.038095238,39.0 minutes,,2.0,0.0,19.0,log400,0.083730159,2.0,,Returning_Visitor,1.0,0.0,0.0,c_4,1.0,chrome_98.0.1,0
4528,0.0,114.41058559046866,May,831.6083332999999 minutes,0.0,0.0 minutes,831.6083332999999,2.0,0.0,44.0,log_100,0.013178295,0.0,,Returning_Visitor,2.0,0.0,0.0,c_2,0.0,,0
4530,0.0,105.64101750646026,May,478.5 minutes,0.070588235,102.0 minutes,664.5,3.0,4.0,32.0,log8080,0.077843137,3.0,,Returning_Visitor,6.0,84.0,0.0,,0.0,chrome_99.1.3,0
4531,1.0,104.14898486749638,May,197.5 minutes,0.022222222000000003,0.0 minutes,,6.0,3.0,6.0,log8080,0.022222222000000003,0.0,,New_Visitor,3.0,119.0,0.0,c_2,1.0,chrome_99.1.4,0
4532,0.0,89.25851282367724,May,1699.327668 minutes,0.0,0.0 minutes,1783.6610013299999,2.0,5.0,55.0,log200,0.008461558000000001,1.0,,Returning_Visitor,6.0,84.33333333,16.48421053,c_4,0.0,chrome_98.0.1,0
4533,0.6,95.70655325524707,May,91.0 minutes,0.0,0.0 minutes,91.0,,0.0,6.0,log8080,0.033333333,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_98.0.1,0
4534,0.0,100.82802589597843,May,66.0 minutes,0.0,0.0 minutes,,2.0,0.0,4.0,log400,0.025,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,chrome_80,0
4536,0.0,88.58573582971236,May,859.1666667000002 minutes,0.0,0.0 minutes,,3.0,3.0,16.0,log_100,0.014814815,0.0,,Returning_Visitor,2.0,118.0,9.991666667,c_2,0.0,chrome_89,0
4537,0.0,85.9550754625967,May,0.0 minutes,0.2,0.0 minutes,0.0,4.0,0.0,1.0,log404,0.2,0.0,,Returning_Visitor,3.0,0.0,0.0,c_4,0.0,chrome_98.0.1,0
4538,0.0,105.60816259639043,May,103.0 minutes,0.02,0.0 minutes,103.0,2.0,0.0,10.0,log202,0.036666667,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,0.0,chrome_90.1.7,0
4539,0.0,77.35653375514819,May,708.9166667000001 minutes,0.0,0.0 minutes,744.9166667000001,2.0,4.0,28.0,log200,0.003846154,0.0,,New_Visitor,1.0,36.0,0.0,c_3,0.0,browser_6_v11,0
4540,0.0,105.11860720037556,May,3712.8116 minutes,0.003252033,43.66666667 minutes,,2.0,6.0,118.0,log404,0.010310363000000001,2.0,,Returning_Visitor,3.0,108.0,8.256572358,c_4,1.0,,0
4541,0.8,99.02865430524166,May,1279.333333 minutes,0.000645161,69.0 minutes,,2.0,2.0,62.0,log8080,0.016052227,1.0,,Returning_Visitor,1.0,10.0,0.0,c_3,0.0,,0
4542,0.0,99.77794863858684,May,,0.0,0.0 minutes,1011.0,1.0,3.0,14.0,log404,0.013333333000000001,0.0,,New_Visitor,8.0,377.0,0.0,c_15,1.0,safari_15,0
4543,0.0,96.31761058831617,May,5.0 minutes,0.0,0.0 minutes,,2.0,2.0,,log200,0.05,0.0,,New_Visitor,1.0,33.0,0.0,c_2,0.0,chrome_98.0.1,0
4544,0.4,103.11799387156158,May,3086.398654 minutes,0.000287356,0.0 minutes,,2.0,4.0,60.0,log202,0.019676875,0.0,,Returning_Visitor,2.0,155.0,0.0,c_1,0.0,browser_5_v18,0
4546,0.0,102.80996939596773,May,2205.666667 minutes,0.0,0.0 minutes,,2.0,5.0,30.0,log202,0.012121212,0.0,,Returning_Visitor,4.0,136.0,47.26060606,c_6,0.0,chrome_98.0.1,1
4547,0.8,96.93496538336697,May,,0.0,0.0 minutes,8.0,2.0,1.0,1.0,log200,0.016666667,0.0,,Returning_Visitor,3.0,4.0,0.0,c_5,0.0,chrome_99.1.3,0
4549,0.0,107.07033549745036,May,1644.857143 minutes,0.005,0.0 minutes,1743.69047633,2.0,6.0,34.0,log202,0.0265,1.0,,Returning_Visitor,1.0,98.83333333,0.0,c_1,0.0,browser_5_v13,0
4550,0.6,97.78112612244385,May,3900.428571 minutes,0.035714286,14.0 minutes,3914.428571,1.0,0.0,34.0,log200,0.07893883900000001,1.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,safari_14.1,0
4551,0.0,112.04997437613086,May,944.2333332999999 minutes,0.004347826,0.0 minutes,944.2333332999999,2.0,0.0,46.0,log8080,0.017391304,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_99.1.3,0
4552,,95.94664992532296,May,0.0 minutes,0.2,0.0 minutes,,2.0,0.0,2.0,log_100,0.2,0.0,,Returning_Visitor,2.0,0.0,0.0,c_3,0.0,chrome_99.1.4,0
4553,0.8,105.76852705504787,May,1137.0 minutes,0.04,0.0 minutes,,4.0,0.0,15.0,log202,0.04444444400000001,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,0.0,chrome_89,0
4554,0.0,104.25341562574373,May,1340.611199 minutes,0.028787879,126.0 minutes,,3.0,0.0,45.0,log202,0.028371212000000003,1.0,,Returning_Visitor,3.0,0.0,0.0,c_18,0.0,chrome_80,0
4556,0.0,118.74579323742961,May,752.7166667 minutes,0.0,0.0 minutes,1386.2166667000001,2.0,12.0,28.0,log400,0.017027417,0.0,,Returning_Visitor,1.0,633.5,0.0,,1.0,chrome_90.1.7,0
4557,0.0,108.95271803480544,May,14.0 minutes,0.0,0.0 minutes,,1.0,0.0,4.0,log_100,0.05,0.0,,Returning_Visitor,3.0,0.0,0.0,c_2,1.0,safari_15,0
4558,0.0,110.28274972585541,May,2734.818254 minutes,0.0,0.0 minutes,2734.818254,4.0,0.0,69.0,log_100,0.004353234,0.0,,Returning_Visitor,3.0,0.0,49.39271642,c_2,0.0,browser_5_v10,1
4559,0.4,107.60989318087536,May,2498.029762 minutes,0.020689655,0.0 minutes,2498.029762,2.0,0.0,58.0,log8080,0.046264368,0.0,,Returning_Visitor,3.0,0.0,0.0,c_20_74,0.0,browser_6_v13,0
4560,0.0,98.98401217740783,May,974.2698412999998 minutes,0.006451613,272.5 minutes,,2.0,1.0,30.0,log400,0.007885305,2.0,,Returning_Visitor,4.0,,11.47812903,c_1,1.0,chrome_90.1.7,1
4561,0.0,104.73822254133763,May,110.0 minutes,0.04,70.0 minutes,,1.0,0.0,7.0,log404,0.07,3.0,,Returning_Visitor,2.0,0.0,0.0,c_3,0.0,safari_15,0
4562,0.0,92.42415030477514,May,1728.0253969999999 minutes,0.049318182,0.0 minutes,,3.0,0.0,55.0,log404,0.071645022,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,0.0,chrome_99.1.3,0
4563,0.0,104.49505112367048,May,77.5 minutes,0.0,55.5 minutes,,1.0,2.0,4.0,log200,0.033333333,,,Returning_Visitor,2.0,45.0,0.0,c_4,1.0,safari_15,0
4565,0.0,103.44209882972248,May,,0.0,0.0 minutes,,3.0,1.0,10.0,log202,0.02,0.0,,Returning_Visitor,4.0,0.0,0.0,c_4,1.0,chrome_80,0
4566,0.0,,May,,0.0,0.0 minutes,,,2.0,25.0,log200,0.008727273,0.0,,Returning_Visitor,,51.0,0.0,c_4,,,0
4567,0.0,98.32079063914537,May,34.83333333 minutes,0.028571429,0.0 minutes,82.16666666,3.0,5.0,4.0,log_100,0.035714286,0.0,,Returning_Visitor,2.0,,0.0,c_5,0.0,chrome_98.0.1,0
4568,0.0,115.23970552955932,May,986.5166667000001 minutes,0.019934641,376.3333333 minutes,,3.0,,42.0,log202,0.031113658,8.0,,Returning_Visitor,1.0,73.5,0.0,c_1,1.0,chrome_90.1.7,0
4569,0.2,83.80930668751543,May,597.0 minutes,0.111111111,0.0 minutes,,2.0,0.0,9.0,log400,0.144444444,,,Returning_Visitor,6.0,0.0,0.0,c_3,0.0,edge_98.0.1108.84,0
4570,0.0,84.84492714546306,May,606.5 minutes,0.0,0.0 minutes,,1.0,0.0,11.0,log200,0.011111111000000002,0.0,,Returning_Visitor,9.0,0.0,0.0,c_4,1.0,browser_8_v14,0
4571,0.4,104.2291012302755,May,246.93333330000002 minutes,0.006666666999999999,0.0 minutes,,1.0,0.0,10.0,log8080,0.01,0.0,,Returning_Visitor,8.0,0.0,0.0,c_2,0.0,safari_15.4,0
4572,0.0,100.99698163054413,May,231.5 minutes,0.022222222000000003,0.0 minutes,,2.0,0.0,9.0,log200,0.04444444400000001,,,Returning_Visitor,8.0,0.0,0.0,c_3,0.0,chrome_90.1.7,0
